rec_id,site_id,date_firstfind,date_lastfind,name1,name2,street1,street2,city,state_usa,zip5,zip4,tele,county,phone,intake_prompt,phone_intake1,phone_intake2,website,latitude,longitude,type_facility,sa,bu,bum,ub,bwn,bwon,bmw,beri,bsdm,db_field,bmo,mo,mu,meth,mm,mmw,dm,nu,un,vtrl,nxn,rpn,otp,omb,otpa,pain,ulc,moa,odtx,dt,ubn,hh,noop,nmoa,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi_field,mi,atr,fsa,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,du,duo,acc,acm,acu,add_field,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,pvtp,pvtn,vo,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40,mat_bupe,mat_ntrex,mat_mtd,mat_misc,mat_avail
21,S00098,9/8/2020,1/16/2021,Merakey Parkside Recovery,Knights Road,11082 Knights Road,,Philadelphia,PA,19154,,0,Philadelphia,215-632-9040 x190,Intakes,866-647-0007,215-632-9040 x234,www.merakey.org,40.0836056,-74.975261,SA,True,True,True,True,True,True,,True,,,,,,,,,,True,True,True,True,True,,True,,,,True,,,,,,,True,,True,True,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,True,,True,,,True,,,,True,True,True,,,,True,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,,True,True,True,True,True,True,,,True,True,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,,True,,True,,,,True,True,True,True,,,,True,True,True,,True,,,True,,True,,True,,,,True,,True,,,True,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2,S00100,9/8/2020,1/16/2021,Northeast Treatment Centers,NET STEPS,2205 Bridge Street,,Philadelphia,PA,19137,,0,Philadelphia,215-831-6039,,215-743-6150 x6024,,www.netcenters.org,40.010615,-75.069159,SA,True,True,True,True,True,,True,,,,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,,,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,,True,True,,,,,,,True,,,,,,,,,True,True,,,True,,,,True,,,,,,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,True,,,True,True,True,True,True,True,,,,True,,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,,,,,,True,,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
10,S00100,9/8/2020,1/16/2021,Northeast Treatment Centers,Wharton Center Residential Rehab,2205 Bridge Street,,Philadelphia,PA,19137,,True,Philadelphia,215-451-7000,Intakes,215-288-5490,215-289-3350,www.netcenters.org,40.0105756,-75.0691226,SA,True,True,True,,True,True,,,,,,,True,True,True,,,True,,,True,,True,,,,,True,,,,True,,,True,,True,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,,,True,,,,,,True,,,,,,True,,,True,,True,,,,,True,,,,,True,,,,,True,True,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,,True,,,True,,,,True,,True,True,True,True,,,True,True,True,True,,,,True,True,True,True,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,,True,,,,,True,,True,,True,,,,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
4,S00101,9/8/2020,1/16/2021,Northeast Treatment Centers,,7520 State Road,,Philadelphia,PA,19136,,0,Philadelphia,267-348-3550,,267-348-3580,,,40.0297839,-75.0269339,SA,True,True,True,True,True,,True,,,,True,True,True,True,True,True,,True,True,True,,,True,True,True,,,,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,,,,True,,,,,True,True,True,,,,,True,,,True,,True,True,,,,True,True,,True,True,True,True,True,True,True,True,,,,,,,,True,True,True,,True,True,,True,,,,True,,,True,True,True,True,,,True,,,,True,True,True,True,True,True,,,True,,True,True,True,,,True,,True,True,True,True,,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,,,,,,,,True,,,,,,,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
14,S00102,9/8/2020,1/16/2021,Northeast Treatment Centers,Spring Garden Counseling Center,495-499 North 5th Street,,Philadelphia,PA,19123,,True,Philadelphia,215-451-7100,,877-638-4581,,www.netcenters.org,39.960675,-75.1461249,SA,True,True,True,True,True,True,True,,,True,,,,,,,,True,True,True,,True,True,True,,,,True,True,True,,,,,True,True,True,True,,True,,,,,True,,,,True,,True,True,,,,,,,,,,,,True,True,True,,,True,,,,,True,True,True,,,,,,,,,,,,,,,True,,True,,True,,,,,,,True,True,True,,,,,True,True,True,True,True,True,True,True,True,,,True,,True,,,True,True,,,True,,,,True,,True,True,True,True,,,,,,True,True,True,,True,True,True,True,True,True,,True,True,,True,True,,True,True,,True,,True,True,True,,True,,True,,True,True,,,True,True,,True,True,,,,,,True,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
51,S00103,9/8/2020,1/16/2021,Northeast Treatment Centers,Frankford,4625 Frankford Avenue,,Philadelphia,PA,19124,,True,Philadelphia,267-597-3921,,215-451-7100,,,40.0152008,-75.084795,SA,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,True,,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,,True,True,True,True,True,,,,True,True,True,True,,True,True,True,,True,True,,,,True,,True,True,True,,True,,,,,True,,True,True,,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1018,S00104,,1/16/2021,Northeast Treatment Centers,West,5501 Chestnut Street,,Philadelphia,PA,19139,,True,Philadelphia,215-747-6480 x4103,,215-451-7100,,www.netcenters.org,39.959432,-75.231251,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,,True,True,,,,True,,True,True,True,,True,,,,,True,,True,True,,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
9,S00106,9/8/2020,1/16/2021,Behavioral Wellness Center,Torre de la Raza,801 West Girard Avenue,,Philadelphia,PA,19122,,True,Philadelphia,215-787-2407,,,,www.bewellctr.org,39.9708289,-75.1497912,SA,True,True,True,True,True,,,,,,,,True,True,True,,,True,True,True,,,True,,,,,True,,,,,,,True,,True,True,,,True,,,True,,,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,True,True,,,,,,,,,True,True,,True,True,,,,True,,,True,True,True,True,True,True,True,True,,,,,,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,,,True,True,True,True,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,,True,True,,,,,,True,,,,True,True,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
46,S00106,9/8/2020,1/16/2021,Behavioral Wellness Center,RTFA,801 West Girard Avenue,"Tower Building, 4th Floor",Philadelphia,PA,19122,,True,Philadelphia,215-787-2407,,,,www.bewellctr.org,39.9711839,-75.1501385,SA,True,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,,True,,True,True,,,True,,,True,,,True,,,,,,,,,,True,,,,,,,True,True,True,True,,True,,,,,True,True,,,,,,True,True,,True,,True,True,True,,,True,True,,,True,True,True,True,True,True,True,True,,,,,,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,,True,,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
47,S00106,9/8/2020,1/16/2021,Behavioral Wellnes Center,Forensic Intensive Recovery Residence,801 West Girard Avenue,,Philadelphia,PA,19122,,True,Philadelphia,215-787-2407,,,,www.bewellctr.org,39.9711298,-75.1496002,SA,True,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,True,,True,,,,,,,True,True,True,True,True,,,True,,,,True,True,True,True,True,True,True,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,,,,,,True,True,,,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
49,S00106,,1/16/2021,Behavioral Wellness Center,Goldman Clinic,801 West Girard Avenue,"1st, 2nd and 4th Floor, Cedar Tower",Philadelphia,PA,19122,,0,Philadelphia,215-787-2070,,215-787-2080,,www.bewellctr.org,39.9711839,-75.1501385,SA,True,,,,,,,,,,,True,True,True,True,True,,,,,,,True,True,True,,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,True,True,,True,,,,,True,True,True,True,,,,,True,True,True,True,True,,,,,,,,True,True,True,,True,,True,,,,,,,,,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,True,True,True,,True,True,,,,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
41,S00107,,1/16/2021,North Philadelphia Health System,DD/FI,801 West Girard Avenue,"GMC Building, 4th Floor",Philadelphia,PA,19122,,True,Philadelphia,215-787-2000,,,,,39.9708289,-75.1497912,SA,True,True,True,True,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,True,,,,,True,True,True,True,True,,True,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,,,,,,,,,True,True,,,,True,,,,True,True,True,True,True,True,,True,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,,True,,True,True,True,True,True,,True,,,True,,,,True,,,,,,True,True,,,True,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
44,S00107,,1/16/2021,North Philadelphia Health Systems,Miracles in Progress,801 West Girard Avenue,GMC Building,Philadelphia,PA,19122,,True,Philadelphia,215-787-2313,,215-787-2407,,www.nphs.com,39.9708289,-75.1497912,SA,True,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,True,,True,,,,,,,True,True,True,True,True,,,True,,,,True,True,True,True,True,True,True,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,,,,,,True,True,,,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
45,S00107,,1/16/2021,Girard Medical Center,The Return Program,801 West Girard Avenue,,Philadelphia,PA,19122,,True,Philadelphia,215-787-2313,,215-787-2407,,www.nphs.com,39.9708289,-75.1497912,SA,True,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,True,,True,,,,,,,True,True,True,True,,,,True,,,,True,True,True,True,True,True,True,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,,,,,,True,True,,,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
29,S00111,,1/16/2021,Total Recovery at Penn Medicine,,"4040 Market Street, 2nd Floor",Suites 200 and 220,Philadelphia,PA,19104,,True,Philadelphia,215-662-8747,,,215-662-8724,www.med.upenn.edu/recovery,39.9589229,-75.2006364,SA,True,True,True,True,True,True,,,,,,,,,,,,True,True,True,True,True,,True,,,,,,,,,,,True,,True,,,True,,,,,True,,,,,,True,True,,,,True,,,,,,,,True,,True,True,True,,,,,,True,True,True,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,,True,True,,True,,,True,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,True,,True,True,,True,,True,True,True,True,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,True,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
22,S00112,9/8/2020,1/16/2021,Penn Presbyterian Medical Center,Inpatient Substance Use Treatment,51 North 39 Street,"Wright Saunders Building, 4th Floor",Philadelphia,PA,19104,,0,Philadelphia,215-662-8884,Intakes,215-662-8747,215-662-8283,www.med.upenn.edu/recovery,39.9584406,-75.1994594,SA,True,True,True,True,True,True,True,,,True,,,,,,,,True,True,True,True,,,,,,,,True,True,,,,,True,,True,,,True,,,True,True,,True,,True,,,,,True,True,,True,,,,,,,,True,,True,True,True,,,,,,True,True,True,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,True,True,True,,True,True,,True,,,True,True,,,True,True,True,True,,,True,,,,,,True,True,True,True,,,True,,True,True,,,,True,True,,True,True,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,True,,,,,,,True,,,,,,,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1004,S00114,,1/16/2021,Project Transition,,6201 North Front Street,Suite 106,Philadelphia,PA,19120,,True,Philadelphia,215-997-9959,,,,www.projecttransition.com,40.0450077,-75.1175037,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,,,,,,,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,True,,True,,,True,True,,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,,,True,True,True,,,,True,True,,True,,,True,True,True,True,,True,True,,True,,True,,True,,True,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1008,S00115,,1/16/2021,Project Transition,,5003 Umbria Street,,Philadelphia,PA,19128,,True,Philadelphia,215-247-7105,,215-997-9959,,www.projecttransition.com,40.0362214,-75.2361069,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,,,,,,,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,,,True,True,,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,,,True,True,True,,,,True,True,,True,,,True,True,True,True,,True,True,,True,,True,,True,,True,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1009,S00116,,1/16/2021,Project Transition,,3901 Conshohocken Avenue,,Philadelphia,PA,19131,,True,Philadelphia,215-240-7251,,215-997-9959,,www.projecttransition.com,40.0033867,-75.2067881,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,,,,,,,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,,,True,True,,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,,,True,True,True,,,,True,True,,True,,,True,True,True,True,,True,True,,True,,True,,True,,True,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
48,S00117,9/8/2020,1/16/2021,Interim House West Inc,Public Health Management Corporation,4108 Parkside Avenue,,Philadelphia,PA,19104,,0,Philadelphia,215-871-0300,,,,www.phmc.org,39.97523,-75.207357,SA,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,True,,,,,,,,,,,,,,True,True,True,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,True,,,,True,,,,,True,True,,,,True,,,True,True,,True,True,True,True,True,True,,,,,,,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,,,,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,,,,,,True,,,,True,True,,True,True,True,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
8,S00118,9/8/2020,1/16/2021,Consortium Inc,Methadone Maintenance Program,451 South University Avenue,,Philadelphia,PA,19104,,0,Philadelphia,215-596-5874 x1203,Intakes,215-596-8000,267-233-5875,,39.9481656,-75.1982371,SA,True,True,True,True,True,,,,,,,,True,True,True,,,True,True,True,,,True,True,,True,,,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,True,True,True,,,True,,,,,,,,,,True,,,,,,,True,,,,,,,,,True,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,True,True,True,,True,,True,,,,,,,True,,,,,,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
36,S00118,9/8/2020,1/16/2021,Consortium Inc,Drug Abuse Rehabilitation Program,451 South University Avenue,,Philadelphia,PA,19104,,0,Philadelphia,215-596-8000 x1203,,215-596-8000 x1252,,,39.9481656,-75.1982371,SA,True,True,True,True,True,,,,,,,,,,,,,True,True,True,,,True,True,,True,,,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,True,True,True,,,True,,,,,,,,,,True,,,,,,,True,,,,,,,,,True,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,True,True,True,,True,,True,,,,,,,True,,,,,,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1012,S00119,,1/16/2021,Consortium Inc,Word Adolescent Program,137 South 58th Street,,Philadelphia,PA,19139,3134,0,Philadelphia,267-233-5407,,267-233-5415,,,39.9586342,-75.2371041,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,True,True,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,True,,,True,,True,True,,,True,,True,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,True,,True,,,,True,True,True,True,,,,True,True,True,,True,,True,True,,True,,True,True,True,,True,,True,,,True,,True,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
60,S00120,,1/16/2021,Healing Way,,7900 Frankford Avenue,,Philadelphia,PA,19136,,0,Philadelphia,215-335-3520 x110,,215-335-3520,,www.thehealingway.net,40.0410434,-75.0299639,SA,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,,,,True,,,,,,,True,,True,True,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,True,,,,,True,,,,,,,,,,,True,True,,,,,True,,,,True,True,True,True,True,,,,,,,,,,True,True,True,True,,True,,True,True,True,,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,,,True,True,,,True,,,,True,True,,,True,True,,,,True,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,0,0,0,0
1011,S00121,,1/16/2021,A and O Recovery Services Inc,,3319 Kensington Avenue,,Philadelphia,PA,19134,,0,Philadelphia,215-426-1992,,,215-778-2504,www.aandorecoveryservices.org,39.998,-75.11018,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,True,True,,True,,,,True,,,,,True,,True,,,,,,,,,,,,,,True,,,True,,,,,True,True,True,True,,,,,True,,,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,True,True,,True,,True,,True,,True,True,,,True,True,True,True,,True,,,True,,True,,True,,,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
5,S00122,9/8/2020,1/16/2021,Kirkbride Center,,111 North 49th Street,,Philadelphia,PA,19139,,0,Philadelphia,215-471-2600,Intakes,215-471-2488,215-471-2078,www.kirkbridecenter.com,39.9617037,-75.2184789,SA,True,True,True,True,True,True,,,,True,,,True,True,True,,True,True,True,True,True,True,True,,,,,,True,True,,,,,True,True,True,True,,True,,,,True,,True,True,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,True,True,,,True,,,,,,True,True,True,,,,,,,,,True,True,,True,,,True,True,True,True,,True,,,True,True,True,,True,,True,True,True,,,True,,,True,True,True,True,,,True,True,,,True,,True,True,True,True,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,,,,,,,True,,,,True,True,,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1017,S00124,,1/16/2021,People Acting to Help Inc (PATH),,8220 Castor Avenue,,Philadelphia,PA,19152,,True,Philadelphia,215-728-4600,,215-728-4565,,www.pathcenter.org,40.0654486,-75.0530437,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,True,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,,,,,,True,,True,,,,,,,,,,True,,,,,True,,,,,,,,,True,,True,True,True,True,True,True,,True,True,,,True,,True,,,True,True,,,True,,,True,True,,True,True,True,True,,,,,,,,,,True,True,True,True,,,True,True,True,True,,True,,,True,,,True,,True,True,,True,,True,,,True,,,True,,,,True,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,0,0,0,0
28,S00125,9/8/2020,1/16/2021,SOAR Corporation,,9150 Marshall Street,Suite 18,Philadelphia,PA,19114,,0,Philadelphia,215-464-4450,,,,www.soarcorp.org/,40.0738603,-75.0310871,SA,True,True,True,True,True,,True,,,,,,True,True,True,True,,,,,,,True,True,,,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,,True,,,True,,,,,,,True,True,,,,,,True,,True,True,True,True,True,True,True,True,,,,,,True,,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0,0,0,0,0
13,S00126,9/8/2020,1/16/2021,Fairmount Behavioral Health System,,561 Fairthorne Avenue,,Philadelphia,PA,19128,,0,Philadelphia,215-487-4000 x4000,,215-487-4100,,www.fairmountbhs.com,40.0434166,-75.2215622,SA,True,True,True,True,True,True,True,,,True,,,,,,,,True,True,True,True,True,,,,True,True,,True,True,,,,,True,True,True,True,,True,,,,True,,True,,True,,,,,,,,,True,,,,,,,True,True,True,True,True,,,,,,True,True,True,True,True,,,,,,True,,,,,,,,,,,True,True,,,,,,,True,True,True,,,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,,,,,,,,,,True,,,,True,True,,True,,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
