rec_id,site_id,date_firstfind,date_lastfind,name1,name2,street1,street2,city,state_usa,zip5,zip4,tele,county,phone,intake_prompt,phone_intake1,phone_intake2,website,latitude,longitude,type_facility,sa,bu,bum,ub,bwn,bwon,bmw,beri,bsdm,db_field,bmo,mo,mu,meth,mm,mmw,dm,nu,un,vtrl,nxn,rpn,otp,omb,otpa,pain,ulc,moa,odtx,dt,ubn,hh,noop,nmoa,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi_field,mi,atr,fsa,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,du,duo,acc,acm,acu,add_field,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,pvtp,pvtn,vo,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40,mat_bupe,mat_ntrex,mat_mtd,mat_misc,mat_avail
65,S00128,,1/16/2021,Intercommunity Action Inc/INTERACT,Greenridge Counseling Center,6122 Ridge Avenue,,Philadelphia,PA,19128,,True,Philadelphia,215-487-1330,,,,www.intercommunityaction.org,40.0337729,-75.2160678,SA,True,,,,,,,,,,,,,,,,,True,True,,True,True,,,,,,True,,,,,,,True,True,True,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,True,,,,True,True,True,,,True,,,,,,,,,True,True,,True,,,,True,,,,,True,,True,True,True,True,True,True,,True,True,,,True,,,,,True,True,,,True,,,True,,,True,True,True,True,True,,,,,,,,,True,True,True,True,,,True,True,True,True,,True,,True,True,,,,True,True,True,,True,,True,,True,,,,True,True,,True,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
25,S00129,9/8/2020,1/16/2021,Interim House Inc,,333 West Upsal Street,,Philadelphia,PA,19119,,True,Philadelphia,215-849-4606 x6617,Intakes,215-849-4606 x6607,215-849-4606 x6602,www.interimhouse.org,40.043181,-75.188918,SA,True,True,True,True,True,True,,True,,,,,,,,,,True,True,True,True,True,,True,,,,,,,,True,,,True,True,True,True,,True,,,,True,True,True,True,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,True,True,,,,,,True,True,,,,True,,,,,True,,,,True,,,,,,,True,,,,,True,,True,True,,,True,True,True,True,True,,,True,,,True,True,True,,,,True,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,,,,,,,True,,,,True,True,True,True,,True,True,True,True,True,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
59,S00130,,1/16/2021,Kensington Hospital,Addiction Services,136 West Diamond Street,,Philadelphia,PA,19122,,0,Philadelphia,215-426-8100,Intakes,215-426-8100 x6020,215-426-8100 x6005,www.kensingtonhospital.org,39.9817037,-75.1347917,SA,,,,,,,,,,,,,True,True,True,,True,,,,,,True,,,,,,True,True,,,,,True,,True,True,,True,,,True,,,,,,,,,,True,,,True,,,,,,,,True,,True,True,True,,,,,,True,True,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,True,True,,,,,True,True,,,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,,,,,True,,,,True,True,,,True,,,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
54,S00131,,1/16/2021,Kensington Hospital,Methadone Maintenance Program/OP,2100 North Front Street,,Philadelphia,PA,19122,,True,Philadelphia,215-426-8100 x7001,Intakes,215-426-8100 x6005,215-426-8100 x7002,kensingtonhospital.org,39.9817474,-75.1331372,SA,True,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,,True,True,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,,,True,True,,,,,,True,True,,,,,,,,,True,True,,,,,,,,,,True,True,,,,,,True,,,,,True,,True,True,True,,,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,True,True,True,True,True,True,,,,,True,True,,True,,,True,True,,True,True,True,True,,True,,,True,True,,True,,,,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
61,S00132,,1/16/2021,Livengrin Counseling Center,,9140 Academy Road,,Philadelphia,PA,19114,,0,Philadelphia,215-638-5200,,,,www.livengrin.org/,40.0554508,-75.0083123,SA,True,,,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,True,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,True,,,,,,True,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,,True,,,,True,,,True,True,True,,True,,True,True,True,,,,True,,,True,,,True,,True,,,,True,,True,,,,,True,True,,True,,,,,True,,,True,True,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
27,S00134,9/8/2020,1/16/2021,Rehab After Work,,1420 Walnut Street,Suite 500,Philadelphia,PA,19102,,True,Philadelphia,215-546-2200,,,610-644-6464,www.rehabafterwork.com,39.9492642,-75.1654596,SA,True,True,True,True,True,True,,True,,,,,,,,,,True,True,True,True,,,True,,,,,,,,,,,True,True,True,True,True,,,True,,,True,,,,,True,True,True,,,,,,,,,,,,True,True,True,,,True,True,True,,,True,,,,True,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,True,True,True,,True,True,,True,True,,True,True,True,True,True,True,,True,,True,,True,,True,True,True,True,,,True,True,True,True,,True,,,,,,,,True,True,True,,,True,,,,,,,True,,,,,,,,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1003,S00135,,1/16/2021,Rehab After Work,,9815 Roosevelt Boulevard,Suite B,Philadelphia,PA,19114,,0,Philadelphia,888-694-9996,,,,www.rehabafterwork.com,40.0856834,-75.0221416,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,,,,True,,,True,True,True,True,True,,True,,,,True,,True,True,True,True,,,,,,,,,,True,True,,True,,,,True,True,,,,,,,,,,,True,,True,,,True,True,,True,,,True,,True,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
30,S00136,,1/16/2021,Self Help Movement Inc,,2600 Southampton Road,,Philadelphia,PA,19116,,True,Philadelphia,215-677-7778,,,215-915-0002,www.selfhelpmovement.org,40.1153855,-74.9904682,SA,True,True,True,True,True,True,,,,,,,,,,,,True,True,True,True,True,,,,,,True,,,,True,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,,,True,,,,,True,True,,,True,,,True,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,True,True,True,,True,True,True,True,True,,,True,,True,,,,True,,,True,,,,True,,,True,True,True,,,True,True,True,True,True,,,True,True,True,True,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,,True,True,True,,,True,,True,True,,,,,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
52,S00137,,1/16/2021,Addiction Medicine and Health,Advocates Inc,928 Market Street,,Philadelphia,PA,19107,,0,Philadelphia,215-923-4202,,215-923-4202 x101,,www.amhainc.org,39.9513917951433,-75.1555972114526,SA,True,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,,,,,,True,,,,True,True,True,,,,,True,,,True,True,,True,True,True,True,True,,,,,,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,True,,True,True,True,,,,,True,True,,,,,,True,True,True,True,,,True,True,,,True,True,,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,0,0,0,0
1015,S00138,,1/16/2021,Aporia Group LLC,,525 South 4th Street,"2nd Floor, Suite 243",Philadelphia,PA,19147,,True,Philadelphia,215-925-3153,,,,www.aporiagroup.com,39.9419044,-75.1488744,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,True,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,,,True,True,,,True,,,,,,True,True,True,,,,,,,,,,,True,,,True,,,,True,True,,,,,,,,,,True,True,True,True,,,True,,,True,,,True,,,,True,,,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
68,S00139,,1/16/2021,Belmont Behavioral Hospital,,4200 Monument Road,,Philadelphia,PA,19131,,True,Philadelphia,215-877-2000,,215-581-3700,,www.belmontbehavioral.com,39.9998986,-75.2151333,SA,True,,,,,,,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,True,,True,True,,True,,,True,,,,,,,,,,,True,,,True,,,,,,,True,True,True,True,True,,,,,,True,True,True,True,True,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,,True,True,,,,,True,,,True,True,,,,,,,,,True,,True,True,,,,,,,True,,,True,True,,,,,,True,True,,,,,,True,,,True,True,True,,True,,,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1002,S00141,,1/16/2021,CORA Services Inc,Clinical Services Division,8540 Verree Road,,Philadelphia,PA,19111,,True,Philadelphia,215-342-7660 x2785,,215-342-7660 x2450,,www.coraservices.com,40.0817112,-75.0681416,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,True,True,,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,True,True,,,True,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,True,True,,True,True,True,True,,,True,,,,,True,True,,,True,,,,,,True,True,,True,,,,,True,True,,,,True,,True,True,,,,True,True,,,True,True,,True,,True,,True,True,,,True,,,True,,,,,True,,True,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1006,S00142,,1/16/2021,GEO Erie Outpatient,,3768 L Street,,Philadelphia,PA,19124,,0,Philadelphia,215-744-9601 x110,,215-744-9601,,www.geogroup.com,40.0044166,-75.1035307,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,,,,,,True,,,,True,,,,,,True,,,,True,True,,True,,,,,,,,,,,True,True,True,,True,,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,True,,True,True,True,,True,,,,True,True,,,True,,True,True,,True,True,True,True,,,,True,True,,True,,,,True,,True,,,True,,True,,True,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
37,S00143,9/8/2020,1/16/2021,Greater Philadelphia Asian Social Serv,GPASS SAFE,4943 North 5th Street,,Philadelphia,PA,19120,,True,Philadelphia,215-456-1662,,,,www.gpasspa.org,40.0269374,-75.1323504,SA,True,True,,True,True,,,,,,,,,,,,,True,True,True,True,True,,True,,,,True,,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,True,True,,,True,True,,,True,True,,,,,True,,,,,,,True,True,True,,,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,,,True,,,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,,,,True,True,True,,True,True,True,True,,True,,,True,True,,True,,True,True,True,,,,,True,,,,,,,,,,True,True,True,,True,,,,,,True,True,,,,,,,,,,,True,True,,,,True,,,,,,0,0,0,0,0
40,S00144,9/8/2020,1/16/2021,Horizon House Therapeutic,Susquehanna Park Residential Comm,2137 North 33rd Street,,Philadelphia,PA,19121,,0,Philadelphia,215-765-8051 x149,,,215-765-8051 x101,www.hhinc.org,39.9900532,-75.1865028,SA,True,True,True,,True,,,,,,,,,,,,,True,True,True,True,True,,,,,,True,,,,True,,,True,True,True,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,True,,True,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,True,True,True,True,,,,,True,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,,True,,,True,,,True,True,,True,True,True,True,,True,,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,,True,,,,,True,,,,True,,,,,,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
53,S00145,,1/16/2021,Achievement Through Counseling and Trt,(ACT II),1745 North 4th Street,,Philadelphia,PA,19122,,0,Philadelphia,215-236-0100,Intakes,215-236-0100 x2653,215-276-8400 x2622,www.jevshumanservices.org/,39.9776158,-75.1413539,SA,True,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,True,,True,,True,,,True,,,,,True,True,,,,,,True,,,,True,True,,,,,,True,,,True,True,,True,True,True,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,,True,True,True,,True,,,,True,True,True,True,,True,True,True,,True,True,True,True,,True,,True,True,,,,,,,,,True,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
55,S00146,,1/16/2021,Achievement Through Counseling and Trt,(ACT I),5820 Old York Road,,Philadelphia,PA,19141,,0,Philadelphia,215-276-8400 x2601,,215-236-0100,,www.jevshumanservices.org/,40.0420105,-75.1446418,SA,True,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,True,,True,,True,,,True,,,,,True,True,True,,,,,True,,,,,True,,,,,,True,,,True,True,,True,True,True,True,,,,,,,,True,True,True,,True,True,True,True,True,True,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,True,,True,,True,,,,True,True,,,True,True,True,True,,True,,True,True,,True,,True,True,,,,,,,,,True,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
34,S00148,9/8/2020,1/16/2021,Mazzoni Center,Behavioral Health Services,1348 Bainbridge Street,,Philadelphia,PA,19147,,0,Philadelphia,215-563-0652 x248,,,,www.mazzonicenter.org,39.9425007,-75.1651079,SA,True,True,,True,True,True,,,,,,,,,,,,True,True,True,True,True,,True,,,,,,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,True,,,True,,,,,,True,,,,,,,,,,True,,,,,True,,,,,,,True,True,True,True,True,True,,True,,,,True,,True,,True,True,True,,,True,True,True,,,,True,True,True,True,True,,True,,True,,True,True,,True,True,,True,,,True,True,True,,True,,,,True,,,True,True,True,True,,True,,True,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1014,S00149,,1/16/2021,Adult and Teen Challenge,Philadelphia Womens Home,329 East Wister Street,,Philadelphia,PA,19144,,True,Philadelphia,215-843-2887,,844-888-8085,,www.paatc.org,40.0336465,-75.1615304,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,True,True,True,True,True,,,,True,True,,,,,,,,,,,,True,,,True,,,,,,,,,,,True,True,True,True,,True,,True,True,,,True,,,True,True,True,,,,True,,,,True,,,True,True,True,,,,,,,,True,,,,True,True,,,,,True,True,,True,,,True,,,,True,True,,,True,,,True,,True,,,True,,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1,S00151,9/8/2020,1/16/2021,Philadelphia VA Medical Center (PVAMC),Opioid Treatment Program,3900 Woodland Avenue,,Philadelphia,PA,19104,,True,Philadelphia,215-823-5809,,215-823-4014,,,39.9479816,-75.2001349,SA,True,True,True,True,True,,True,,,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,True,True,,,,,True,,True,True,,True,,,True,True,True,True,True,,True,,,True,True,True,,True,,True,,,,,,,,,,True,,,,,True,,,,,,,,True,,,True,,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,True,True,,,True,,,True,True,True,True,,,True,True,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,True,,,,,,,,True,,,,True,True,,True,True,,,True,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
18,S00151,9/8/2020,1/16/2021,Philadelphia VA Medical Center (PVAMC),Addiction Recovery Unit,39th and Woodland Avenue,,Philadelphia,PA,19104,,True,Philadelphia,215-823-4070,,215-823-4014,,,39.9496679,-75.2015413,SA,True,True,True,True,True,,True,,,True,,,,,,,,True,True,True,True,True,True,True,,,,,True,True,,,,,True,,True,True,,True,,,True,True,True,True,True,,True,,,True,True,True,,True,,True,,,,,,,,,,True,,,,,True,,,,,,,,True,,,True,,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,True,,True,True,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,True,,,,,,,,True,,,,True,True,,,True,,,True,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1001,S00152,,1/16/2021,Providence Treatment,,1528 Walnut Street,Suite 1410,Philadelphia,PA,19102,,True,Philadelphia,484-445-4145,,,,www.providencetreatment.com,39.949485,-75.1673521,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,True,True,,,,,,,,,,,,True,,True,,True,,,,,,True,,,,True,,,,,,,,True,True,,,,,True,,,True,True,,True,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,True,True,True,,True,True,True,True,,,,,,,,True,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,,True,,,True,,True,True,,,True,,,True,True,,,,,True,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1013,S00153,,1/16/2021,Resources for Human Development,Morris Home,5037 Woodland Avenue,,Philadelphia,PA,19143,,0,Philadelphia,215-729-3045,,,,www.rhd.org/morrishome,39.9393559,-75.2151219,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,True,,,,,,,,,True,True,,,,,,,,,,True,True,True,True,,,,,,,,,True,True,True,True,,True,,True,True,,,True,,,True,True,True,True,,,True,,,True,,,,True,True,True,,True,True,True,True,True,,True,,True,,True,True,,,True,True,True,True,,True,True,,True,,True,,True,True,True,,True,,True,True,True,True,,,True,,True,True,True,,,,,,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
43,S00154,,1/16/2021,Southwest Nu Stop,,5616 Woodland Avenue,,Philadelphia,PA,19143,,0,Philadelphia,215-729-2014,,,,www.swnustop.com,39.9337875,-75.2220817,SA,True,True,True,True,True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,True,,,True,True,True,,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,True,True,,,,True,,True,,,,True,,,True,True,True,True,True,,,,,,True,,,True,True,True,,,,,,,True,,,,,True,True,True,True,,True,True,,,True,,,,,True,,,True,,True,,,,,,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1007,S00156,,1/16/2021,Therapeutic Center at Fox Chase,DBA The Bridge,1100 Adams Avenue,,Philadelphia,PA,19124,3101,0,Philadelphia,215-342-5000,Intakes,215-342-5000 x7425,215-342-5000 x7424,www.thebridgephiladelphia.org,40.016323,-75.094893,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,True,True,True,,,,True,True,True,True,,,,True,True,,,,,,,,,,,,,,True,,True,,,,,,True,True,True,,,,,True,True,,True,True,True,,,,,True,,True,,True,True,True,True,True,True,True,,,,,,True,True,True,True,True,True,True,True,True,True,True,,,True,,,,,True,True,True,,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,,True,True,,True,True,,True,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
38,S00157,9/8/2020,1/16/2021,Mercy Philadelphia Hospital,Department of Psychiatry,501 South 54th Street,,Philadelphia,PA,19143,,0,Philadelphia,215-748-9391,Intakes,215-748-9525,215-748-9021,www.mercyhealth.org,39.9513676,-75.2292187,SA,True,,,,,,,,,,,,True,True,True,,,True,True,True,,True,True,,,,,True,True,True,,,,,True,,,True,,True,,,True,,,,,,,,,,True,True,,True,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,True,,,,,True,,True,,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,True,,True,True,,,,,,True,True,True,True,,,True,True,,True,,,,,True,,,,,,,True,True,True,,,True,,,,True,,,True,True,,,True,,True,,True,,,,,,True,,True,True,True,,,,True,True,,True,,True,True,,,,,,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
15,S00158,9/8/2020,1/16/2021,Wedge Medical Center,,4243 Frankford Avenue,,Philadelphia,PA,19124,,0,Philadelphia,215-276-3922,,,,www.wedgepc.com,40.009661,-75.089174,SA,True,True,True,True,True,True,True,True,,,,,,,,,,True,True,True,True,True,,True,,,,True,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,True,True,,,True,,,True,True,True,True,True,,True,,,,True,,True,True,True,True,,,,,True,True,True,,,True,True,,True,,True,,True,True,,,True,True,,True,,True,,,True,,True,,,,,,True,,,True,True,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
16,S00159,9/8/2020,1/16/2021,Wedge Medical Center,,3609 North Broad Street,,Philadelphia,PA,19140,,0,Philadelphia,215-276-3922,,,,www.wedgepc.com,40.0079730822277,-75.1514786073831,SA,True,True,True,True,True,True,True,True,,,,,,,,,,True,True,True,True,True,,True,,,,True,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,True,,,True,True,,True,,True,,True,True,,,True,True,,True,,True,,True,True,,True,,,,,,True,,,True,True,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
17,S00160,9/8/2020,1/16/2021,Wedge Medical Center,,2009 South Broad Street,,Philadelphia,PA,19148,,0,Philadelphia,215-276-3922,,,,www.wedgepc.com,39.9254541517702,-75.1694420049002,SA,True,True,True,True,True,True,True,True,,,,,,,,,,True,True,True,True,True,,True,,,,True,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,True,,,True,True,,True,,True,,True,True,,,True,True,,True,,True,,,True,,True,,,,,,True,,,True,True,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
64,S00161,9/8/2020,1/16/2021,Womens Institute for Family Health,,5936 Chestnut Street,1st Floor,Philadelphia,PA,19139,,0,Philadelphia,215-747-2391,,,,www.wifamilyhealth.org,39.960143,-75.24054,SA,True,True,True,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,True,True,True,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,True,,,True,,,,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,,,,,,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,,,True,,,,,True,True,True,True,True,,,,,True,True,True,True,,True,True,True,True,,,,True,True,,,True,,,True,,,,True,True,True,,True,,,,,,,True,,,,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1010,S00175,,1/16/2021,New Journeys in Recovery,,3396 Miller Street,,Philadelphia,PA,19134,,0,Philadelphia,215-634-3669,,,,,39.9891574,-75.1001922,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,True,,,,,,,,True,,,,,,,True,,,True,True,,True,,,,,,,,,,,True,True,True,,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,True,,True,True,True,,,,,True,True,,True,True,True,True,,True,True,True,,,,True,,True,True,,,True,,,,True,True,,,True,,,True,,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1019,S00067,,1/16/2021,Casa de Consejeria y Salud Integral,House of Counseling,213 West Allegheny Avenue,,Philadelphia,PA,19133,,0,Philadelphia,215-634-3259 x117,,215-634-3259,,www.casacares.net,39.9993679,-75.133684,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,,,,True,,,,True,,,,,,True,,True,,True,True,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,True,,True,,,,,,,True,True,True,,True,True,,,True,,True,,,,True,True,,,,True,True,True,,True,,,True,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
