rec_id,date_firstfind,date_lastfind,name1,name2,street1,street2,city,state_usa,zip5,zip4,county,phone,intake_prompt,phone_intake1,phone_intake2,website,latitude,longitude,type_facility,sa,dt,bu,bum,ub,bwn,bwon,bmw,beri,bsdm,db_field,bmo,mo,mu,meth,mm,mmw,dm,nu,un,vtrl,nxn,rpn,otp,omb,otpa,pain,ulc,moa,odtx,ubn,hh,noop,nmoa,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi_field,mi,atr,fsa,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,du,duo,acc,acm,acu,add_field,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,pvtp,pvtn,vo,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40,mat_bupe,mat_ntrex,mat_mtd,mat_misc,mat_avail
27,2020-09-08,2021-01-16,Rehab After Work,,1420 Walnut Street,Suite 500,Philadelphia,PA,19102,,Philadelphia,215-546-2200,,,610-644-6464,www.rehabafterwork.com,39.9492642,-75.1654596,SA,True,,True,True,True,True,True,,True,,,,,,,,,,True,True,True,True,,,True,,,,,,,,,,True,True,True,True,True,,,True,,,True,,,,,True,True,True,,,,,,,,,,,,True,True,True,,,True,True,True,,,True,,,,True,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,True,True,True,,True,True,,True,True,,True,True,True,True,True,True,,True,,True,,True,,True,True,True,True,,,True,True,True,True,,True,,,,,,,,True,True,True,,,True,,,,,,,True,,,,,,,,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
28,2020-09-08,2021-01-16,SOAR Corporation,,9150 Marshall Street,Suite 18,Philadelphia,PA,19114,,Philadelphia,215-464-4450,,,,www.soarcorp.org/,40.0738603,-75.0310871,SA,True,,True,True,True,True,,True,,,,,,True,True,True,True,,,,,,,True,True,,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,,True,,,True,,,,,,,True,True,,,,,,True,,True,True,True,True,True,True,True,True,,,,,,True,,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0,0,0,0,0
29,,2021-01-16,Total Recovery at Penn Medicine,,"4040 Market Street, 2nd Floor",Suites 200 and 220,Philadelphia,PA,19104,,Philadelphia,215-662-8747,,,215-662-8724,www.med.upenn.edu/recovery,39.9589229,-75.2006364,SA,True,,True,True,True,True,True,,,,,,,,,,,,True,True,True,True,True,,True,,,,,,,,,,True,,True,,,True,,,,,True,,,,,,True,True,,,,True,,,,,,,,True,,True,True,True,,,,,,True,True,True,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,True,,True,True,,True,,,True,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,True,,True,True,,True,,True,True,True,True,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,True,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
30,,2021-01-16,Self Help Movement Inc,,2600 Southampton Road,,Philadelphia,PA,19116,,Philadelphia,215-677-7778,,,215-915-0002,www.selfhelpmovement.org,40.1153855,-74.9904682,SA,True,,True,True,True,True,True,,,,,,,,,,,,True,True,True,True,True,,,,,,True,,,True,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,,,True,,,,,True,True,,,True,,,True,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,True,True,True,,True,True,True,True,True,,,True,,True,,,,True,,,True,,,,True,,,True,True,True,,,True,True,True,True,True,,,True,True,True,True,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,,True,True,True,,,True,,True,True,,,,,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
31,2020-09-08,2021-01-16,Gaudenzia Inc,ReEntry House,5401 Wayne Avenue,,Philadelphia,PA,19144,,Philadelphia,215-438-5082,,,484-678-7358,www.gaudenzia.org,40.0296047,-75.1745567,SA,True,,True,True,,True,True,,True,,,,,,,,,,True,True,True,True,True,,,,,,True,,,True,,,True,True,True,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,True,,True,,,True,,,,,True,True,,True,,,,,,,True,True,True,True,True,,,True,True,,,,True,True,True,True,True,,,,,,,True,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,,True,,,True,,,,True,,,True,True,True,,True,True,True,True,True,,,,True,True,True,True,,,True,True,True,True,,True,True,,,,True,True,True,True,True,,True,,,,True,True,,,,True,,,,True,True,,True,,,,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
32,2020-09-08,2021-01-16,Public Health Management Corp,Chances,1200 Callowhill Street,Suite 102,Philadelphia,PA,19123,,Philadelphia,215-923-0218 x5231,Intakes,215-923-0218 x5228,215-923-0751,www.phmc.org,39.959067,-75.158713,SA,True,,True,,True,True,,,True,,,,,,,,,,True,True,True,True,True,,True,,,,True,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,,True,True,,,,,,,,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,,,,,,,,True,True,,,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,True,True,True,True,True,,True,,,True,True,,True,,True,True,True,True,,,True,,True,True,,True,,,,,,,True,,,,True,,,True,,,,,,True,,,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
33,,2021-01-16,Gaudenzia Inc,Outreach II,39 East Schoolhouse Lane,,Philadelphia,PA,19144,,Philadelphia,215-849-7200 x2481,,215-849-7200,,www.gaudenzia.org,40.0351545,-75.1721628,SA,True,,True,True,True,True,,,,,,,,,,,,,True,True,,True,True,,True,,True,,True,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,,,,True,,,,,True,True,,True,True,True,,,True,True,,,True,,,,,True,,,,True,True,,,,,True,,,,,,,,True,True,True,,True,True,True,True,True,True,,True,,,True,True,True,True,,,True,,,,,True,True,,True,True,,,,,,,,True,,True,True,True,True,,,True,True,True,True,,True,,,True,,True,,True,,,,True,,,True,True,True,,,True,True,True,True,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
34,2020-09-08,2021-01-16,Mazzoni Center,Behavioral Health Services,1348 Bainbridge Street,,Philadelphia,PA,19147,,Philadelphia,215-563-0652 x248,,,,www.mazzonicenter.org,39.9425007,-75.1651079,SA,True,,True,,True,True,True,,,,,,,,,,,,True,True,True,True,True,,True,,,,,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,True,,,True,,,,,,True,,,,,,,,,,True,,,,,True,,,,,,,True,True,True,True,True,True,,True,,,,True,,True,,True,True,True,,,True,True,True,,,,True,True,True,True,True,,True,,True,,True,True,,True,True,,True,,,True,True,True,,True,,,,True,,,True,True,True,True,,True,,True,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
35,2020-09-08,2021-01-16,Jefferson Outreach Program,Department of Psychiatry,833 Chestnut Street East,Suite 210-E,Philadelphia,PA,19107,,Philadelphia,215-503-2823,Intakes,215-509-2823,215-955-8856,www.jefferson.edu/university/jmc/departments/psychiatry/clinical/programs.html,39.9501406,-75.1549182,SA,True,,True,True,True,True,,,,,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,,True,True,,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,,True,,,,,True,,True,,True,,,,,,,,,True,True,,,,,,True,,,,,,,True,,True,True,True,,,True,True,,,True,,,True,True,True,True,,,True,,,,,,True,True,True,True,True,True,,,True,True,,True,,True,True,,True,,,,True,True,True,,True,True,,True,,True,True,,True,True,,True,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
36,2020-09-08,2021-01-16,Consortium Inc,Drug Abuse Rehabilitation Program,451 South University Avenue,,Philadelphia,PA,19104,,Philadelphia,215-596-8000 x1203,,215-596-8000 x1252,,,39.9481656,-75.1982371,SA,True,,True,True,True,True,,,,,,,,,,,,,True,True,True,,,True,True,,True,,,,,,,,True,,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,True,True,True,,,True,,,,,,,,,,True,,,,,,,True,,,,,,,,,True,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,True,True,True,True,True,,True,,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,True,True,True,,True,,True,,,,,,,True,,,,,,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
37,2020-09-08,2021-01-16,Greater Philadelphia Asian Social Serv,GPASS SAFE,4943 North 5th Street,,Philadelphia,PA,19120,,Philadelphia,215-456-1662,,,,www.gpasspa.org,40.0269374,-75.1323504,SA,True,,True,,True,True,,,,,,,,,,,,,True,True,True,True,True,,True,,,,True,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,True,True,,,True,True,,,True,True,,,,,True,,,,,,,True,True,True,,,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,,,True,,,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,,,,True,True,True,,True,True,True,True,,True,,,True,True,,True,,True,True,True,,,,,True,,,,,,,,,,True,True,True,,True,,,,,,True,True,,,,,,,,,,,True,True,,,,True,,,,,,0,0,0,0,0
38,2020-09-08,2021-01-16,Mercy Philadelphia Hospital,Department of Psychiatry,501 South 54th Street,,Philadelphia,PA,19143,,Philadelphia,215-748-9391,Intakes,215-748-9525,215-748-9021,www.mercyhealth.org,39.9513676,-75.2292187,SA,True,True,,,,,,,,,,,,True,True,True,,,True,True,True,,True,True,,,,,True,True,,,,,True,,,True,,True,,,True,,,,,,,,,,True,True,,True,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,True,,,,,True,,True,,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,True,,True,True,,,,,,True,True,True,True,,,True,True,,True,,,,,True,,,,,,,True,True,True,,,True,,,,True,,,True,True,,,True,,True,,True,,,,,,True,,True,True,True,,,,True,True,,True,,True,True,,,,,,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
39,2020-09-08,2021-01-16,Gaudenzia Inc,Winner Co Occurring/WN and Child Prog,1834 West Tioga Street,,Philadelphia,PA,19140,,Philadelphia,215-228-7595,,215-228-7977,,www.gaudenzia.org,40.006923,-75.159757,SA,True,,True,,,True,True,,True,,,,,,,,,,True,,True,True,,,,,True,,True,,,,,,True,True,True,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,True,True,True,,,True,,,,,True,True,True,True,True,True,,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,,True,True,,True,,True,True,True,True,True,,True,,True,,True,True,,,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
40,2020-09-08,2021-01-16,Horizon House Therapeutic,Susquehanna Park Residential Comm,2137 North 33rd Street,,Philadelphia,PA,19121,,Philadelphia,215-765-8051 x149,,,215-765-8051 x101,www.hhinc.org,39.9900532,-75.1865028,SA,True,,True,True,,True,,,,,,,,,,,,,True,True,True,True,True,,,,,,True,,,True,,,True,True,True,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,True,,True,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,True,True,True,True,,,,,True,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,,True,,,True,,,True,True,,True,True,True,True,,True,,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,,True,,,,,True,,,,True,,,,,,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
41,,2021-01-16,North Philadelphia Health System,DD/FI,801 West Girard Avenue,"GMC Building, 4th Floor",Philadelphia,PA,19122,,Philadelphia,215-787-2000,,,,,39.9708289,-75.1497912,SA,True,True,True,True,True,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,True,True,True,True,True,,True,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,,,,,,,,,True,True,,,,True,,,,True,True,True,True,True,True,,True,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,,True,,True,True,True,True,True,,True,,,True,,,,True,,,,,,True,True,,,True,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
42,,2021-01-16,Gaudenzia Inc,New Image Women and Children,1300 East Tulpehocken Street,,Philadelphia,PA,19138,,Philadelphia,215-924-6322 x2851,,,215-238-2163 x2204,www.gaudenzia.org,40.0563961,-75.1641601,SA,True,,True,True,,True,,,,,,,,,,,,,True,True,True,True,,,,,,,True,,,,,,True,True,True,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,,,True,True,,,,,True,True,,,,,,,,,,True,True,,,,True,,,True,True,,True,True,True,True,True,,,,,,,,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,True,,,,True,True,True,True,True,True,True,,True,,True,,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
43,,2021-01-16,Southwest Nu Stop,,5616 Woodland Avenue,,Philadelphia,PA,19143,,Philadelphia,215-729-2014,,,,www.swnustop.com,39.9337875,-75.2220817,SA,True,,True,True,True,True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,True,,,True,True,True,,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,True,True,,,,True,,True,,,,True,,,True,True,True,True,True,,,,,,True,,,True,True,True,,,,,,,True,,,,,True,True,True,True,,True,True,,,True,,,,,True,,,True,,True,,,,,,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
44,,2021-01-16,North Philadelphia Health Systems,Miracles in Progress,801 West Girard Avenue,GMC Building,Philadelphia,PA,19122,,Philadelphia,215-787-2313,,215-787-2407,,www.nphs.com,39.9708289,-75.1497912,SA,True,,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,True,,True,,,,,,,True,True,True,True,True,,,True,,,,True,True,True,True,True,True,True,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,,,,,,True,True,,,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
45,,2021-01-16,Girard Medical Center,The Return Program,801 West Girard Avenue,,Philadelphia,PA,19122,,Philadelphia,215-787-2313,,215-787-2407,,www.nphs.com,39.9708289,-75.1497912,SA,True,,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,True,,True,,,,,,,True,True,True,True,,,,True,,,,True,True,True,True,True,True,True,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,,,,,,True,True,,,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
46,2020-09-08,2021-01-16,Behavioral Wellness Center,RTFA,801 West Girard Avenue,"Tower Building, 4th Floor",Philadelphia,PA,19122,,Philadelphia,215-787-2407,,,,www.bewellctr.org,39.9711839,-75.1501385,SA,True,,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,True,,True,True,,,True,,,True,,,True,,,,,,,,,,True,,,,,,,True,True,True,True,,True,,,,,True,True,,,,,,True,True,,True,,True,True,True,,,True,True,,,True,True,True,True,True,True,True,True,,,,,,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,,True,,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
47,2020-09-08,2021-01-16,Behavioral Wellnes Center,Forensic Intensive Recovery Residence,801 West Girard Avenue,,Philadelphia,PA,19122,,Philadelphia,215-787-2407,,,,www.bewellctr.org,39.9711298,-75.1496002,SA,True,,True,True,,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,,True,,True,,,,,,,True,True,True,True,True,,,True,,,,True,True,True,True,True,True,True,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,,,,,,True,True,,,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
48,2020-09-08,2021-01-16,Interim House West Inc,Public Health Management Corporation,4108 Parkside Avenue,,Philadelphia,PA,19104,,Philadelphia,215-871-0300,,,,www.phmc.org,39.97523,-75.207357,SA,True,,True,True,True,True,True,True,,,,,,,,,,,True,True,True,True,,,,,,,,,,,,,True,True,True,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,True,,,,True,,,,,True,True,,,,True,,,True,True,,True,True,True,True,True,True,,,,,,,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,,,,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,,,,,,True,,,,True,True,,True,True,True,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
49,,2021-01-16,Behavioral Wellness Center,Goldman Clinic,801 West Girard Avenue,"1st, 2nd and 4th Floor, Cedar Tower",Philadelphia,PA,19122,,Philadelphia,215-787-2070,,215-787-2080,,www.bewellctr.org,39.9711839,-75.1501385,SA,True,,,,,,,,,,,,True,True,True,True,True,,,,,,,True,True,True,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,True,True,,True,,,,,True,True,True,True,,,,,True,True,True,True,True,,,,,,,,True,True,True,,True,,True,,,,,,,,,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,True,True,True,,True,True,,,,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
50,2020-09-08,2021-01-16,My Sisters Place,Thomas Jefferson University,1239 Spring Garden Street,,Philadelphia,PA,19123,3206,Philadelphia,215-763-1020,,215-955-3792,,www.jefferson.edu,39.9622834,-75.1590756,SA,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,,,,,,,,True,True,,True,,,,True,,,,,True,True,,,,True,,,True,True,,True,True,True,True,,True,,,,,,,True,True,True,True,True,True,,True,True,,,True,True,,True,True,True,,,,True,,,True,True,True,True,True,True,True,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,True,,,,True,,,,,,,,,,True,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
51,2020-09-08,2021-01-16,Northeast Treatment Centers,Frankford,4625 Frankford Avenue,,Philadelphia,PA,19124,,Philadelphia,267-597-3921,,215-451-7100,,,40.0152008,-75.084795,SA,True,,True,True,True,True,True,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,True,,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,,True,True,True,True,True,,,,True,True,True,True,,True,True,True,,True,True,,,,True,,True,True,True,,True,,,,,True,,True,True,,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
52,,2021-01-16,Addiction Medicine and Health,Advocates Inc,928 Market Street,,Philadelphia,PA,19107,,Philadelphia,215-923-4202,,215-923-4202 x101,,www.amhainc.org,39.9513917951433,-75.1555972114526,SA,True,,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,,,,,,True,,,,True,True,True,,,,,True,,,True,True,,True,True,True,True,True,,,,,,,True,True,True,True,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,True,,True,True,True,,,,,True,True,,,,,,True,True,True,True,,,True,True,,,True,True,,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,0,0,0,0
53,,2021-01-16,Achievement Through Counseling and Trt,(ACT II),1745 North 4th Street,,Philadelphia,PA,19122,,Philadelphia,215-236-0100,Intakes,215-236-0100 x2653,215-276-8400 x2622,www.jevshumanservices.org/,39.9776158,-75.1413539,SA,True,,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,True,,True,,True,,,True,,,,,True,True,,,,,,True,,,,True,True,,,,,,True,,,True,True,,True,True,True,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,,True,True,True,,True,,,,True,True,True,True,,True,True,True,,True,True,True,True,,True,,True,True,,,,,,,,,True,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
54,,2021-01-16,Kensington Hospital,Methadone Maintenance Program/OP,2100 North Front Street,,Philadelphia,PA,19122,,Philadelphia,215-426-8100 x7001,Intakes,215-426-8100 x6005,215-426-8100 x7002,kensingtonhospital.org,39.9817474,-75.1331372,SA,True,,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,True,True,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,,,True,True,,,,,,True,True,,,,,,,,,True,True,,,,,,,,,,True,True,,,,,,True,,,,,True,,True,True,True,,,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,True,True,True,True,True,True,,,,,True,True,,True,,,True,True,,True,True,True,True,,True,,,True,True,,True,,,,,,,True,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
55,,2021-01-16,Achievement Through Counseling and Trt,(ACT I),5820 Old York Road,,Philadelphia,PA,19141,,Philadelphia,215-276-8400 x2601,,215-236-0100,,www.jevshumanservices.org/,40.0420105,-75.1446418,SA,True,,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,True,,True,,True,,,True,,,,,True,True,True,,,,,True,,,,,True,,,,,,True,,,True,True,,True,True,True,True,,,,,,,,True,True,True,,True,True,True,True,True,True,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,True,,True,,True,,,,True,True,,,True,True,True,True,,True,,True,True,,True,,True,True,,,,,,,,,True,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
