rec_id,date_firstfind,date_lastfind,name1,name2,street1,street2,city,state_usa,zip5,zip4,county,phone,intake_prompt,phone_intake1,phone_intake2,website,latitude,longitude,type_facility,sa,dt,bu,bum,ub,bwn,bwon,bmw,beri,bsdm,db_field,bmo,mo,mu,meth,mm,mmw,dm,nu,un,vtrl,nxn,rpn,otp,omb,otpa,pain,ulc,moa,odtx,ubn,hh,noop,nmoa,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi_field,mi,atr,fsa,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,du,duo,acc,acm,acu,add_field,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,pvtp,pvtn,vo,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40,mat_bupe,mat_ntrex,mat_mtd,mat_misc,mat_avail
56,,2021-01-16,Jefferson Intensive Outpatient Program,,1021 South 21st Street,2nd Floor,Philadelphia,PA,19146,,Philadelphia,215-790-9942,Intakes,215-790-9942 x262,215-735-5979 x262,hospitals.jefferson.edu/,39.9395187,-75.1780506,SA,True,,,,,,,,,,,,True,True,True,True,,,,,,,,True,True,True,,,,,,,,,True,,True,True,,True,,,,,True,,,,,,True,,,,,,,,,,,,,True,,True,,True,,,,,,True,True,,True,,,,,,,True,,True,,,,,,,,,True,True,,,,,,True,,,,,,,True,True,True,True,True,,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
57,2021-01-16,2021-01-16,Asociación Puertorriqueños en Marcha,,2921 North 5th Street,,Philadelphia,PA,19133,2800,Philadelphia,215-259-3373,,,,,39.995666,-75.1391359,SA,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,,True,,,,,True,,,True,,,,,,,,,,True,True,,,,,,True,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,True,,True,True,True,,True,,True,,True,True,,,,True,True,True,,True,True,,True,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
58,2020-09-08,2021-01-16,Asociacion Puertorriquenos en,Marcha Inc,4301 Rising Sun Avenue,,Philadelphia,PA,19140,,Philadelphia,267-296-7220,,,267-296-7223,www.apmphila.org,40.015968,-75.129542,SA,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,,True,,,,,True,,,True,,,,,,,,,,True,True,,,,,,True,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,True,,True,True,True,,True,,True,True,True,True,,,,True,True,True,,True,True,,True,,True,True,True,True,True,,True,,,,,,True,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
59,,2021-01-16,Kensington Hospital,Addiction Services,136 West Diamond Street,,Philadelphia,PA,19122,,Philadelphia,215-426-8100,Intakes,215-426-8100 x6020,215-426-8100 x6005,www.kensingtonhospital.org,39.9817037,-75.1347917,SA,,True,,,,,,,,,,,,True,True,True,,True,,,,,,True,,,,,,True,,,,,True,,True,True,,True,,,True,,,,,,,,,,True,,,True,,,,,,,,True,,True,True,True,,,,,,True,True,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,True,True,,,,,True,True,,,True,True,,True,True,,,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,,,,,True,,,,True,True,,,True,,,True,,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
60,,2021-01-16,Healing Way,,7900 Frankford Avenue,,Philadelphia,PA,19136,,Philadelphia,215-335-3520 x110,,215-335-3520,,www.thehealingway.net,40.0410434,-75.0299639,SA,True,,,,,,,,,,,,,True,True,True,,,,,,,,True,True,,,,True,,,,,,True,,True,True,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,True,,,,,True,,,,,,,,,,,True,True,,,,,True,,,,True,True,True,True,True,,,,,,,,,,True,True,True,True,,True,,True,True,True,,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,,,True,True,,,True,,,,True,True,,,True,True,,,,True,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,0,0,0,0
61,,2021-01-16,Livengrin Counseling Center,,9140 Academy Road,,Philadelphia,PA,19114,,Philadelphia,215-638-5200,,,,www.livengrin.org/,40.0554508,-75.0083123,SA,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,True,,,,,,True,,True,True,True,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,True,,,,,,True,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,,True,,,,True,,,True,True,True,,True,,True,True,True,,,,True,,,True,,,True,,True,,,,True,,True,,,,,True,True,,True,,,,,True,,,True,True,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
62,,2021-01-16,Gaudenzia Inc,Washington House,1516 Washington Avenue,,Philadelphia,PA,19146,,Philadelphia,215-985-1200,Intakes,215-985-1200 x2606,215-985-1200 x2605,www.gaudenzia.org,39.9378606,-75.1691759,SA,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,True,,,True,,,True,True,True,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,True,True,True,True,,,,,,,,True,,,,,True,,,,True,,,,,,,True,,,,,,,True,True,,,True,True,True,True,True,True,,True,,,True,True,True,,,,True,,,,True,,True,True,True,True,,,,,True,True,,,,True,True,,True,,,,True,True,True,,,True,,,,True,True,True,True,True,,True,,,,,True,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
63,,2021-01-16,Casa de Consejeria y Salud Integral,House of Counseling,616 West Lehigh Avenue,,Philadelphia,PA,19133,,Philadelphia,215-501-7629,,,,www.casacares.net,39.9922578,-75.1428212,SA,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,,,,True,,,,True,,,,,,True,,True,,True,True,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,True,,True,,,,,,,True,True,True,,True,True,,,True,,True,,,,True,True,,,,True,True,True,,True,,,True,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
64,2020-09-08,2021-01-16,Womens Institute for Family Health,,5936 Chestnut Street,1st Floor,Philadelphia,PA,19139,,Philadelphia,215-747-2391,,,,www.wifamilyhealth.org,39.960143,-75.24054,SA,True,,True,True,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,True,True,True,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,True,,,True,,,,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,,,,,,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,,,True,,,,,True,True,True,True,True,,,,,True,True,True,True,,True,True,True,True,,,,True,True,,,True,,,True,,,,True,True,True,,True,,,,,,,True,,,,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
65,,2021-01-16,Intercommunity Action Inc/INTERACT,Greenridge Counseling Center,6122 Ridge Avenue,,Philadelphia,PA,19128,,Philadelphia,215-487-1330,,,,www.intercommunityaction.org,40.0337729,-75.2160678,SA,True,,,,,,,,,,,,,,,,,,True,True,,True,True,,,,,,True,,,,,,True,True,True,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,True,,,,True,True,True,,,True,,,,,,,,,True,True,,True,,,,True,,,,,True,,True,True,True,True,True,True,,True,True,,,True,,,,,True,True,,,True,,,True,,,True,True,True,True,True,,,,,,,,,True,True,True,True,,,True,True,True,True,,True,,True,True,,,,True,True,True,,True,,True,,True,,,,True,True,,True,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
66,,2021-01-16,John F Kennedy Behavioral Health,Walk In Clinic,112 North Broad Street,,Philadelphia,PA,19102,,Philadelphia,215-568-0860 x3352,,,,www.jfkbhc.org,39.9549413,-75.1634305,SA,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,True,True,True,True,,,,True,,,True,,,,,,True,True,,,,,,,,,,,,True,True,True,,,,,,,,,True,True,,,,,,,True,,,,,,,,,,,,True,True,,True,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,,,True,True,,True,True,,True,True,True,True,True,True,,True,,,,True,,True,True,True,True,,,,True,True,,,True,,,True,,True,,True,True,True,,True,,True,,,,,,,True,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
67,,2021-01-16,Gaudenzia Inc,Broad Street Facility,3025 North Broad Street,,Philadelphia,PA,19132,,Philadelphia,215-223-9460 x2406,Intakes,215-223-9460 x2416,215-565-6312,www.gaudenzia.org,39.99926,-75.1530357,SA,True,,,,,,,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,,,True,,True,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,True,True,,,True,,,,,,True,True,True,True,,,True,,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,,,True,True,True,True,,,,,True,True,,,,True,True,True,True,,,True,True,True,True,,True,True,True,,,True,True,True,True,True,,True,,True,,,,,,,True,,,,,,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
68,,2021-01-16,Belmont Behavioral Hospital,,4200 Monument Road,,Philadelphia,PA,19131,,Philadelphia,215-877-2000,,215-581-3700,,www.belmontbehavioral.com,39.9998986,-75.2151333,SA,True,,,,,,,,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,True,,True,True,,True,,,True,,,,,,,,,,,True,,,True,,,,,,,True,True,True,True,True,,,,,,True,True,True,True,True,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,,True,True,,,,,True,,,True,True,,,,,,,,,True,,True,True,,,,,,,True,,,True,True,,,,,,True,True,,,,,,True,,,True,True,True,,True,,,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1001,,2021-01-16,Providence Treatment,,1528 Walnut Street,Suite 1410,Philadelphia,PA,19102,,Philadelphia,484-445-4145,,,,www.providencetreatment.com,39.949485,-75.1673521,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,True,True,,,,,,,,,,,,True,,True,,True,,,,,,True,,,,True,,,,,,,,True,True,,,,,True,,,True,True,,True,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,True,True,True,,True,True,True,True,,,,,,,,True,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,,True,,,True,,True,True,,,True,,,True,True,,,,,True,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1002,,2021-01-16,CORA Services Inc,Clinical Services Division,8540 Verree Road,,Philadelphia,PA,19111,,Philadelphia,215-342-7660 x2785,,215-342-7660 x2450,,www.coraservices.com,40.0817112,-75.0681416,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,True,,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,True,True,,,True,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,True,True,,True,True,True,True,,,True,,,,,True,True,,,True,,,,,,True,True,,True,,,,,True,True,,,,True,,True,True,,,,True,True,,,True,True,,True,,True,,True,True,,,True,,,True,,,,,True,,True,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1003,,2021-01-16,Rehab After Work,,9815 Roosevelt Boulevard,Suite B,Philadelphia,PA,19114,,Philadelphia,888-694-9996,,,,www.rehabafterwork.com,40.0856834,-75.0221416,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,,,,True,,,True,True,True,True,True,,True,,,,True,,True,True,True,True,,,,,,,,,,True,True,,True,,,,True,True,,,,,,,,,,,True,,True,,,True,True,,True,,,True,,True,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1004,,2021-01-16,Project Transition,,6201 North Front Street,Suite 106,Philadelphia,PA,19120,,Philadelphia,215-997-9959,,,,www.projecttransition.com,40.0450077,-75.1175037,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,,,,,,,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,True,,True,,,True,True,,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,,,True,True,True,,,,True,True,,True,,,True,True,True,True,,True,True,,True,,True,,True,,True,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1005,,2021-01-16,Gaudenzia Inc,Outreach I,1306 Spring Garden Street,1st Floor,Philadelphia,PA,19123,,Philadelphia,215-238-2150 x2214,,215-238-2150,,www.gaudenzia.org,39.9619922487352,-75.1594152871987,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,,,True,,,True,,,,,True,,True,,True,,,,,,True,True,True,,,,,,,,,True,True,,True,,,True,,,,,,,,True,True,True,,True,True,True,True,True,,,True,,,,,True,True,,,True,,,,,,True,,True,True,,,,True,True,True,,,,True,,True,True,,,True,True,True,True,,True,True,,,,True,,True,True,,,True,,,,True,True,,,True,,,True,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1006,,2021-01-16,GEO Erie Outpatient,,3768 L Street,,Philadelphia,PA,19124,,Philadelphia,215-744-9601 x110,,215-744-9601,,www.geogroup.com,40.0044166,-75.1035307,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,,,,,,True,,,,True,,,,,,True,,,,True,True,,True,,,,,,,,,,,True,True,True,,True,,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,True,,True,True,True,,True,,,,True,True,,,True,,True,True,,True,True,True,True,,,,True,True,,True,,,,True,,True,,,True,,True,,True,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1007,,2021-01-16,Therapeutic Center at Fox Chase,DBA The Bridge,1100 Adams Avenue,,Philadelphia,PA,19124,3101,Philadelphia,215-342-5000,Intakes,215-342-5000 x7425,215-342-5000 x7424,www.thebridgephiladelphia.org,40.016323,-75.094893,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,True,True,,,,True,True,True,True,,,,True,True,,,,,,,,,,,,,,True,,True,,,,,,True,True,True,,,,,True,True,,True,True,True,,,,,True,,True,,True,True,True,True,True,True,True,,,,,,True,True,True,True,True,True,True,True,True,True,True,,,True,,,,,True,True,True,,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,,True,True,,True,True,,True,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1008,,2021-01-16,Project Transition,,5003 Umbria Street,,Philadelphia,PA,19128,,Philadelphia,215-247-7105,,215-997-9959,,www.projecttransition.com,40.0362214,-75.2361069,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,,,,,,,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,,,True,True,,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,,,True,True,True,,,,True,True,,True,,,True,True,True,True,,True,True,,True,,True,,True,,True,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1009,,2021-01-16,Project Transition,,3901 Conshohocken Avenue,,Philadelphia,PA,19131,,Philadelphia,215-240-7251,,215-997-9959,,www.projecttransition.com,40.0033867,-75.2067881,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,,,,True,,,,,,,,,,,,,,True,True,True,,True,,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,,,True,True,,True,True,,,True,True,True,True,,,True,,,True,True,,True,True,True,True,,,,True,True,True,,,,True,True,,True,,,True,True,True,True,,True,True,,True,,True,,True,,True,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1010,,2021-01-16,New Journeys in Recovery,,3396 Miller Street,,Philadelphia,PA,19134,,Philadelphia,215-634-3669,,,,,39.9891574,-75.1001922,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,True,,,,,,,,True,,,,,,,True,,,True,True,,True,,,,,,,,,,,True,True,True,,True,True,True,True,True,,,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,True,,True,True,True,,,,,True,True,,True,True,True,True,,True,True,True,,,,True,,True,True,,,True,,,,True,True,,,True,,,True,,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1011,,2021-01-16,A and O Recovery Services Inc,,3319 Kensington Avenue,,Philadelphia,PA,19134,,Philadelphia,215-426-1992,,,215-778-2504,www.aandorecoveryservices.org,39.998,-75.11018,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,True,,True,,,,True,,,,,True,,True,,,,,,,,,,,,,,True,,,True,,,,,True,True,True,True,,,,,True,,,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,True,,,,True,,True,True,True,True,,True,True,True,,True,,True,,True,,True,True,,,True,True,True,True,,True,,,True,,True,,True,,,True,,,True,,,True,,,True,,,,True,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1012,,2021-01-16,Consortium Inc,Word Adolescent Program,137 South 58th Street,,Philadelphia,PA,19139,3134,Philadelphia,267-233-5407,,267-233-5415,,,39.9586342,-75.2371041,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,True,,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,True,,,,,True,True,True,True,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,True,,,True,,True,True,,,True,,True,True,True,True,True,,,True,,,,True,,True,True,True,True,,,,True,,True,,,,True,True,True,True,,,,True,True,True,,True,,True,True,,True,,True,True,True,,True,,True,,,True,,True,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1013,,2021-01-16,Resources for Human Development,Morris Home,5037 Woodland Avenue,,Philadelphia,PA,19143,,Philadelphia,215-729-3045,,,,www.rhd.org/morrishome,39.9393559,-75.2151219,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,True,,,,,,,,,True,True,,,,,,,,,,True,True,True,True,,,,,,,,,True,True,True,True,,True,,True,True,,,True,,,True,True,True,True,,,True,,,True,,,,True,True,True,,True,True,True,True,True,,True,,True,,True,True,,,True,True,True,True,,True,True,,True,,True,,True,True,True,,True,,True,True,True,True,,,True,,True,True,True,,,,,,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1014,,2021-01-16,Adult and Teen Challenge,Philadelphia Womens Home,329 East Wister Street,,Philadelphia,PA,19144,,Philadelphia,215-843-2887,,844-888-8085,,www.paatc.org,40.0336465,-75.1615304,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,True,,True,True,,,,,,,True,True,True,True,True,,,,True,True,,,,,,,,,,,,True,,,True,,,,,,,,,,,True,True,True,True,,True,,True,True,,,True,,,True,True,True,,,,True,,,,True,,,True,True,True,,,,,,,,True,,,,True,True,,,,,True,True,,True,,,True,,,,True,True,,,True,,,True,,True,,,True,,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1015,,2021-01-16,Aporia Group LLC,,525 South 4th Street,"2nd Floor, Suite 243",Philadelphia,PA,19147,,Philadelphia,215-925-3153,,,,www.aporiagroup.com,39.9419044,-75.1488744,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,True,,,,,True,True,,,True,,,,,,True,True,True,,,,,,,,,,,True,,,True,,,,True,True,,,,,,,,,,True,True,True,True,,,True,,,True,,,True,,,,True,,,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1016,,2021-01-16,Al-Assist,Behavioral Healthcare Center,1401 South 4th Street,,Philadelphia,PA,19147,,Philadelphia,215-339-1070,,,,www.gphainc.org,39.9307373030932,-75.1515605696531,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,True,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,True,,,True,,True,,,,True,True,True,True,True,,,,True,,True,True,True,,,,,,,,,True,True,,,,,,True,,,,,True,True,True,True,True,True,,True,True,True,True,,,True,,True,,,True,True,,,True,,,True,True,,True,True,True,True,,True,True,,True,True,True,,,True,True,,True,True,True,,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,,True,True,True,,,,True,,True,True,,True,True,True,True,,True,True,True,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1017,,2021-01-16,People Acting to Help Inc (PATH),,8220 Castor Avenue,,Philadelphia,PA,19152,,Philadelphia,215-728-4600,,215-728-4565,,www.pathcenter.org,40.0654486,-75.0530437,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,,,,,,True,,True,,,,,,,,,,True,,,,,True,,,,,,,,,True,,True,True,True,True,True,True,,True,True,,,True,,True,,,True,True,,,True,,,True,True,,True,True,True,True,,,,,,,,,,True,True,True,True,,,True,True,True,True,,True,,,True,,,True,,True,True,,True,,True,,,True,,,True,,,,True,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,0,0,0,0
1018,,2021-01-16,Northeast Treatment Centers,West,5501 Chestnut Street,,Philadelphia,PA,19139,,Philadelphia,215-747-6480 x4103,,215-451-7100,,www.netcenters.org,39.959432,-75.231251,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,True,,True,True,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,True,True,,,,,,,,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,,,True,True,True,,,,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,,True,True,,,,True,,True,True,True,,True,,,,,True,,True,True,,,,True,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1019,,2021-01-16,Casa de Consejeria y Salud Integral,House of Counseling,213 West Allegheny Avenue,,Philadelphia,PA,19133,,Philadelphia,215-634-3259 x117,,215-634-3259,,www.casacares.net,39.9993679,-75.133684,SA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,True,,,,True,,,,,,True,True,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,,,,,True,,,,True,,,,,,True,,True,,True,True,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,True,,True,,,,,,,True,True,True,,True,True,,,True,,True,,,,True,True,,,,True,True,True,,True,,,True,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
--,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
